record_id,paper_title,author_list,journal_or_conf,pub_year,abstract,doi_link
dblp_00028,Learning-Based Record Linkage,"Nakamura, D.",DMKD,2004,We study the problem of learning-based record linkage. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1028/dmkd.2004.00028
dblp_00170,A Generative Framework for Stream Processing,"Thompson, A. and Dubois, T. and Brown, M.",WSDM,2002,We present a novel approach for a generative framework for stream processing. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1170/wsdm.2002.00170
dblp_00142,Improving Data Augmentation with Parallel Models,"Ferreira, E. and White, P. and Yamamoto, R.",TODS,2022,We introduce a new method for improving data augmentation with parallel models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1142/tods.2022.00142
dblp_00398,Joint Causal Inference: A Survey,"Thomas, P. and Martinez, J. and Petrov, M.",NeurIPS,2014,We introduce a new method for joint causal inference: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1398/neurips.2014.00398
dblp_00342,Data Augmentation: From Theory to Practice,"Ferreira, E. and White, P. and Yamamoto, R.",ACL,2006,We introduce a new method for data augmentation: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1342/acl.2006.00342
dblp_00221,Robust Self-Supervised Learning for Financial Transactions,"Jackson, G. and Wilson, A.",CVPR,2005,We study the problem of robust self-supervised learning for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1221/cvpr.2005.00221
dblp_00095,A Adaptive Framework for Knowledge Graph Embedding,"Anderson, E. and Brown, M. and Kim, E. and Dubois, T.",ICDM,2023,We present a novel approach for a adaptive framework for knowledge graph embedding. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1095/icdm.2023.00095
dblp_00051,Truth Discovery via Social Networks,"Okonkwo, I. and Ferreira, E. and Johansson, N. and White, P.",TKDE,2003,We study the problem of truth discovery via social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1051/tkde.2003.00051
dblp_00240,Query Processing: A Scalable Approach,"Smith, J.",VLDB,2000,This work addresses the problem of query processing: a scalable approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1240/vldb.2000.00240
dblp_00484,Topic Modelling: Challenges and Opportunities,"White, P.",PODS,2004,"In this paper, we propose topic modelling: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1484/pods.2004.00484
dblp_00378,Joint Approximate Nearest Neighbour at Scale,"Rossi, R. and Martinez, J. and Silva, W.",SIGIR,2018,We present a novel approach for joint approximate nearest neighbour at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1378/sigir.2018.00378
dblp_00178,Learning-Based Approximate Nearest Neighbour,"Rossi, R. and Martinez, J. and Silva, W.",DMKD,2010,We present a novel approach for learning-based approximate nearest neighbour. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1178/dmkd.2010.00178
dblp_00041,Robust Schema Matching for Financial Transactions,"Lee, A. and Wilson, A.",CVPR,2017,"In this paper, we propose robust schema matching for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1041/cvpr.2017.00041
dblp_00498,Joint Approximate Nearest Neighbour at Scale,"Rossi, R. and Martinez, J. and Silva, W.",SIGIR,2017,We present a novel approach for joint approximate nearest neighbour at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1498/sigir.2018.00498
dblp_00421,Self-Supervised Learning for Financial Transactions,"Jackson, G. and Wilson, A.",SIGMOD,2013,We present a novel approach for self-supervised learning for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1421/sigmod.2013.00421
dblp_00206,Robust Time Series Forecasting for Heterogeneous Sources,"Müller, Y. and Chen, S. and Rossi, R.",JMLR,2014,This work addresses the problem of robust time series forecasting for heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1206/jmlr.2014.00206
dblp_00282,Graph Neural Networks: From Theory to Practice,"Wilson, A. and White, P. and Müller, Y.",ACL,2018,"In this paper, we propose graph neural networks: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1282/acl.2018.00282
dblp_00254,Data Integration Over IoT Sensor Data,"Silva, W. and Nakamura, D. and Wilson, A.",NAACL,2014,We introduce a new method for data integration over iot sensor data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1254/naacl.2014.00254
dblp_00412,Improving Data Cleaning with Probabilistic Models,"Chen, S.",TODS,2004,We introduce a new method for improving data cleaning with probabilistic models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1412/tods.2004.00412
dblp_00004,Topic Modelling: Challenges and Opportunities,"White, P.",PODS,2004,"In this paper, we propose topic modelling: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1004/pods.2004.00004
dblp_00256,Named Entity Recognition for Spatial Data,"Deng, C.",IJCAI,2016,"In this paper, we propose named entity recognition for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1256/ijcai.2016.00256
dblp_00448,Learning-Based Active Learning,"Tanaka, C.",DMKD,2016,"In this paper, we propose learning-based active learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1448/dmkd.2016.00448
dblp_00100,Federated Learning with Scalable Constraints,"Dubois, T.",ICLR,2004,"In this paper, we propose federated learning with scalable constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1100/iclr.2004.00100
dblp_00226,Data Profiling for Heterogeneous Sources,"Yamamoto, R. and Chen, S. and Thomas, P.",IJCAI,2010,We introduce a new method for data profiling for heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1226/ijcai.2010.00226
dblp_00429,Information Extraction in the Wild,"Garcia, L. and Rossi, R.",Int. Conf. on Machine Learning,2021,We present a novel approach for information extraction in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1429/icml.2021.00429
dblp_00213,Discriminative Data Wrangling at Scale,"Zhang, N. and Yamamoto, R.",EDBT,2021,We introduce a new method for discriminative data wrangling at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1213/edbt.2021.00213
dblp_00171,Truth Discovery via Social Networks,"Okonkwo, I. and Ferreira, E. and Johansson, N. and White, P.",TKDE,2002,We study the problem of truth discovery via social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1171/tkde.2003.00171
dblp_00098,Joint Approximate Nearest Neighbour: A Survey,"Rossi, R. and Martinez, J. and Silva, W.",NeurIPS,2002,We introduce a new method for joint approximate nearest neighbour: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1098/neurips.2002.00098
dblp_00292,Improving Data Cleaning with Probabilistic Models,"Chen, S.",TODS,2004,We introduce a new method for improving data cleaning with probabilistic models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1292/tods.2004.00292
dblp_00215,A Adaptive Framework for Knowledge Graph Embedding,"Anderson, E. and Brown, M. and Kim, E. and Dubois, T.",ICDM,2023,We present a novel approach for a adaptive framework for knowledge graph embedding. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1215/icdm.2023.00215
dblp_00061,Self-Supervised Learning for Financial Transactions,"Jackson, G. and Wilson, A.",SIGMOD,2013,We present a novel approach for self-supervised learning for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1061/sigmod.2013.00061
dblp_00047,Towards Semi-Supervised Transfer Learning,"Li, L. and Silva, W. and Jackson, G. and Nakamura, D.",CIKM,2023,We introduce a new method for towards semi-supervised transfer learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1047/cikm.2023.00047
dblp_00032,Towards Probabilistic Matrix Factorisation,"Taylor, D.",ICDE,2008,We introduce a new method for towards probabilistic matrix factorisation. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1032/icde.2008.00032
dblp_00267,Entity Resolution: From Theory to Practice,"Harris, M. and Silva, W. and Lee, A. and Nakamura, D.",AIJ,2002,We present a novel approach for entity resolution: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1267/aij.2003.00267
dblp_00327,Transfer Learning: From Theory to Practice,"Li, L. and Silva, W. and Jackson, G. and Nakamura, D.",AIJ,2015,"In this paper, we propose transfer learning: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1327/aij.2015.00327
dblp_00200,A Scalable Framework for Query Processing,"Smith, J.",WSDM,2008,This work addresses the problem of a scalable framework for query processing. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1200/wsdm.2008.00200
dblp_00446,Robust Time Series Forecasting for Heterogeneous Sources,"Müller, Y. and Chen, S. and Rossi, R.",JMLR,2014,This work addresses the problem of robust time series forecasting for heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1446/jmlr.2014.00446
dblp_00027,Entity Resolution: From Theory to Practice,"Harris, M. and Silva, W. and Lee, A. and Nakamura, D.",AIJ,2003,We present a novel approach for entity resolution: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1027/aij.2003.00027
dblp_00424,Data Fusion: Challenges and Opportunities,"Johnson, K.",PODS,2016,This work addresses the problem of data fusion: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1424/pods.2016.00424
dblp_00230,A Generative Framework for Text Classification,"Brown, M. and Dubois, T. and Thompson, A.",WSDM,2014,This work addresses the problem of a generative framework for text classification. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1230/wsdm.2014.00230
dblp_00260,A Saclable Framework for Federated Learning,"Dubois, T.",WSDM,2020,We present a novel approach for a scalable framework for federated learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1260/wsdm.2020.00260
dblp_00288,Multi-Source Active Learning at Scale,"Tanaka, C.",SIGIR,2000,"In this paper, we propose multi-source active learning at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1288/sigir.2000.00288
dblp_00162,Graph Neural Networks: From Theory to Practice,"Wilson, A. and White, P. and Müller, Y.",ACL,2018,"In this paper, we propose graph neural networks: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1162/acl.2018.00162
dblp_00425,A Context-Aware Framework for Explainable AI,"Nguyen, M. and Thompson, A.",ICDM,2017,This work addresses the problem of a context-aware framework for explainable ai. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1425/icdm.2017.00425
dblp_00138,Joint Approximate Nearest Neighbour at Scale,"Rossi, R. and Martinez, J. and Silva, W.",SIGIR,2019,We present a novel approach for joint approximate nearest neighbour at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1138/sigir.2018.00138
dblp_00062,Towards Parallel Data Augmentation,"Ferreira, E. and White, P. and Yamamoto, R.",ICDE,2014,"In this paper, we propose towards parallel data augmentation. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1062/icde.2014.00062
dblp_00135,Knowledge rGaph Embedding: A Adaptive Approach,"Anderson, E. and Brown, M. and Kim, E. and Dubois, T.",AAAI,2015,"In this paper, we propose knowledge graph embedding: a adaptive approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1135/aaai.2015.00135
dblp_00128,Multi-Source Active Learning: A Survey,"Tanaka, C.",NeurIPS,2008,We present a novel approach for multi-source active learning: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1128/neurips.2008.00128
dblp_00476,Robust Bloom Filters for Spatial Data,"Martinez, J.",JMLR,2020,"In this paper, we propose robust bloom filters for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1476/jmlr.2020.00476
dblp_00008,Multi-Source Active Learning: A Survey,"Tanaka, C.",NeurIPS,2008,We present a novel approach for multi-source active learning: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1008/neurips.2008.00008
dblp_00326,Robust Time Series Forecasting for Heterogeneous Sources,"Müller, Y. and Chen, S. and Rossi, R.",JMLR,2014,This work addresses the problem of robust time series forecasting for heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1326/jmlr.2014.00326
dblp_00463,Learning-Based LSH Hashing,"Wang, R. and Müller, Y. and Garcia, L. and Chen, S.",EMNLP,2007,"In this paper, we propose learning-based lsh hashing. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1463/emnlp.2007.00463
dblp_00064,Data Fusion: Challenges and Opportunities,"Johnson, K.",PODS,2016,This work addresses the problem of data fusion: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1064/pods.2016.00064
dblp_00300,Federated Learning: A Scalable Approach,"Dubois, T.",VLDB,2012,"In this paper, we propose federated learning: a scalable approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1300/vldb.2012.00300
dblp_00014,Data Integration Over IoT Sensor Data,"Silva, W. and Nakamura, D. and Wilson, A.",NAACL,2014,We introduce a new method for data integration over iot sensor data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1014/naacl.2014.00014
dblp_00156,Bloom Filters via Spatial Data,"Martinez, J.",KDD,2011,We present a novel approach for bloom filters via spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1156/kdd.2012.00156
dblp_00040,Query Processing with Scalable Constraints,"Smith, J.",ICLR,2016,We study the problem of query processing with scalable constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1040/iclr.2016.00040
dblp_00379,Anomaly Detection: Chalelnges and Opportunities,"Patel, F. and Thomas, P. and Hernandez, J. and Martinez, J.",WWW,2019,We present a novel approach for anomaly detection: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1379/www.2019.00379
dblp_00468,Multi-Source Record Linkage at Scale,"Nakamura, D.",SIGIR,2012,This work addresses the problem of multi-source record linkage at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1468/sigir.2012.00468
dblp_00403,Learning-Based Relation Extraction,"Fischer, S. and Müller, Y. and Cohen, S. and Chen, S.",EMNLP,2019,This work addresses the problem of learning-based relation extraction. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1403/emnlp.2019.00403
dblp_00216,Named Entity Recognition via Spatial Data,"Deng, C.",KDD,2000,This work addresses the problem of named entity recognition via spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1216/kdd.2000.00216
dblp_00279,Duplicate Detection in the Wild,"Sharma, A. and Thomas, P. and O'Brien, O. and Martinez, J.",ICML,2015,We present a novel approach for duplicate detection in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1279/icml.2015.00279
dblp_00434,Contrastive Learning Over IoT Sensor Data,"Petrov, M. and Nakamura, D. and Ferreira, E.",NAACL,2002,We study the problem of contrastive learning over iot sensor data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1434/naacl.2002.00434
dblp_00430,Text Classification with Generative Constraints,"Brown, M. and Dubois, T. and Thompson, A.",ICLR,2022,We present a novel approach for text classification with generative constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1430/iclr.2022.00430
dblp_00337,Improving Sentiment Analysis with Hybrid Models,"Hernandez, J. and Petrov, M.",SDM,2001,We present a novel approach for improving sentiment analysis with hybrid models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1337/sdm.2001.00337
dblp_00236,Robust Bloom Filters for Spatial Data,"Martinez, J.",JMLR,2020,"In this paper, we propose robust bloom filters for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1236/jmlr.2020.00236
dblp_00207,Transfer Learning: From Theory to Practice,"Li, L. and Silva, W. and Jackson, G. and Nakamura, D.",AIJ,2015,"In this paper, we propose transfer learning: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1207/aij.2015.00207
dblp_00212,Towards Probabilistic Data Cleaning,"Chen, S.",ICDE,2020,We study the problem of towards probabilistic data cleaning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1212/icde.2020.00212
dblp_00295,Knowledge Graph Embedding with Adaptive Constraints,"Anderson, E. and Brown, M. and Kim, E. and Dubois, T.",IS,2007,"In this paper, we propose knowledge graph embedding with adaptive constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1295/is.2007.00295
dblp_00457,Improving Sentiment Analysis with Hybrid Models,"Hernandez, J. and Petrov, M.",SDM,2001,We present a novel approach for improving sentiment analysis with hybrid models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1457/sdm.2001.00457
dblp_00251,Robust Truth Discovery for Social Networks,"Okonkwo, I. and Ferreira, E. and Johansson, N. and White, P.",CVPR,2011,We study the problem of robust truth discovery for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1251/cvpr.2011.00251
dblp_00488,Multi-Source Active Learning: A Survey,"Tanaka, C.",NeurIPS,2008,We present a novel approach for multi-source active learning: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1488/neurips.2008.00488
dblp_00486,Time Series Forecasting via Heterogeneous Sources,"Müller, Y. and Chen, S. and Rossi, R.",KDD,2006,"In this paper, we propose time series forecasting via heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1486/kdd.2006.00486
dblp_00303,Efficient LSH Hashing at Scale,"Wang, R. and Müller, Y. and Garcia, L. and Chen, S.",EDBT,2015,This work addresses the problem of efficient lsh hashing at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1303/edbt.2015.00303
dblp_00350,A Generative Framework for Text Classification,"Brown, M. and Dubois, T. and Thompson, A.",WSDM,2014,This work addresses the problem of a generative framework for text classification. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1350/wsdm.2014.00350
dblp_00269,Information Extraction Over Streaming Data,"Garcia, L. and Rossi, R.",KAIS,2005,We study the problem of information extraction over streaming data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1269/kais.2005.00269
dblp_00201,Schema Matching via Financial Transactions,"Lee, A. and Wilson, A.",TKDE,2009,We present a novel approach for schema matching via financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1201/tkde.2009.00201
dblp_00161,Robust Schema Matching for Financial Transactions,"Lee, A. and Wilson, A.",CVPR,2017,"In this paper, we propose robust schema matching for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1161/cvpr.2017.00161
dblp_00043,Learning-Based Relation Extraction,"Fischer, S. and Müller, Y. and Cohen, S. and Chen, S.",EMNLP,2019,This work addresses the problem of learning-based relation extraction. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1043/emnlp.2019.00043
dblp_00217,Improving Sentiment Analysis with Hybrid Models,"Hernandez, J. and Petrov, M.",SIAM Int. Conf. on Data Mining,2001,We present a novel approach for improving sentiment analysis with hybrid models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1217/sdm.2001.00217
dblp_00401,Robust Schema Matching for Financial Transactions,"Lee, A. and Wilson, A.",CVPR,2017,"In this paper, we propose robust schema matching for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1401/cvpr.2017.00401
dblp_00190,Text Classification wtih Generative Constraints,"Brown, M. and Dubois, T. and Thompson, A.",ICLR,2022,We present a novel approach for text classification with generative constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1190/iclr.2022.00190
dblp_00309,Information Extraction in the Wild,"Garcia, L. and Rossi, R.",ICML,2021,We present a novel approach for information extraction in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1309/icml.2021.00309
dblp_00259,Anomaly Detection: Challenges and Opportunities,"Patel, F. and Thomas, P. and Hernandez, J. and Martinez, J.",WWW,2019,We present a novel approach for anomaly detection: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1259/www.2019.00259
dblp_00105,Explainable AI: A Context-Aware Approach,"Nguyen, M. and Thompson, A.",AAAI,2009,We present a novel approach for explainable ai: a context-aware approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1105/aaai.2009.00105
dblp_00053,Discriminative Data Wrangling: A Survey,"Zhang, N. and Yamamoto, R.",TKDD,2005,We present a novel approach for discriminative data wrangling: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1053/tkdd.2005.00053
dblp_00389,Information Extraction Over Streaming Data,"Garcia, L. and Rossi, R.",KAIS,2005,We study the problem of information extraction over streaming data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1389/kais.2005.00389
dblp_00001,Schema Matching for Financial Transactions,"Lee, A. and Wilson, A.",SIGMOD,2001,"In this paper, we propose schema matching for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1001/sigmod.2001.00001
dblp_00441,Schema Matching via Financial Transactions,"Lee, A. and Wilson, A.",TKDE,2009,We present a novel approach for schema matching via financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1441/tkde.2009.00441
dblp_00482,Towards Parallel Graph Neural Networks,"Wilson, A. and White, P. and Müller, Y.",ICDE,2002,We study the problem of towards parallel graph neural networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1482/icde.2002.00482
dblp_00049,Scalable Indexing: Challenges and Opportunities,"Cohen, S. and Rossi, R.",WWW,2001,This work addresses the problem of scalable indexing: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1049/www.2001.00049
dblp_00419,Anomaly Detection Over Open Government Data,"Patel, F. and Thomas, P. and Hernandez, J. and Martinez, J.",KAIS,2012,We present a novel approach for anomaly detection over open government data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1419/kais.2011.00419
dblp_00080,A Scalable Framework for Query Processing,"Smith, J.",WSDM,2008,This work addresses the problem of a scalable framework for query processing. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1080/wsdm.2008.00080
dblp_00205,Collaborative Filtering with Context-Aware Constraints,"Kim, E. and Thompson, A.",IS,2013,We introduce a new method for collaborative filtering with context-aware constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1205/is.2013.00205
dblp_00034,Contrastive Learning: Challenges and Opportunities,"Petrov, M. and Nakamura, D. and Ferreira, E.",PODS,2010,This work addresses the problem of contrastive learning: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1034/pods.2010.00034
dblp_00263,Efficient LSH Hashing: A Survey,"Wang, R. and Müller, Y. and Garcia, L. and Chen, S.",TKDD,2023,"In this paper, we propose efficient lsh hashing: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1263/tkdd.2023.00263
dblp_00427,Improving Entity Resolution with Semi-Supervised Models,"Harris, M. and Silva, W. and Lee, A. and Nakamura, D.",SDM,2019,We present a novel approach for improving entity resolution with semi-supervised models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1427/sdm.2019.00427
dblp_00366,Time Series Forecasting via Heterogeneous Sources,"Müller, Y. and Chen, S. and Rossi, R.",KDD,2006,"In this paper, we propose time series forecasting via heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1366/kdd.2006.00366
dblp_00091,Truth Discovery for Social Networks,"Okonkwo, I. and Ferreira, E. and Johansson, N. and White, P.",SIGMOD,2019,We introduce a new method for truth discovery for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1091/sigmod.2019.00091
dblp_00339,Anomaly Detection in the Wild,"Patel, F. and Thomas, P. and Hernandez, J. and Martinez, J.",ICML,2003,We study the problem of anomaly detection in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1339/icml.2003.00339
dblp_00473,Discriminative Differential Privacy: A Survey,"Johansson, N. and Yamamoto, R.",TKDD,2018,We introduce a new method for discriminative differential privacy: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1473/tkdd.2017.00473
dblp_00052,Improving Data Cleaning with Probabilistic Models,"Chen, S.",TODS,2004,We introduce a new method for improving data cleaning with probabilistic models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1052/tods.2004.00052
dblp_00345,Explainable AI: A Context-Aware Approach,"Nguyen, M. and Thompson, A.",AAAI,2009,We present a novel approach for explainable ai: a context-aware approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1345/aaai.2009.00345
dblp_00264,Data Fusion in the Wild,"Johnson, K.",VLDBJ,2000,This work addresses the problem of data fusion in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1264/vldbj.2000.00264
dblp_00241,Schema Matching for Financial Transactions,"Lee, A. and Wilson, A.",SIGMOD,2001,"In this paper, we propose schema matching for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1241/sigmod.2001.00241
dblp_00013,Learning-Based Data Wrangling,"Zhang, N. and Yamamoto, R.",EMNLP,2013,This work addresses the problem of learning-based data wrangling. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1013/emnlp.2013.00013
dblp_00315,Weak Supervision: A Adaptive Approach,"Kumar, P. and Brown, M. and Nguyen, M. and Dubois, T.",AAAI,2003,We study the problem of weak supervision: a adaptive approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1315/aaai.2003.00315
dblp_00088,Learning-Based Active Learning,"Tanaka, C.",DMKD,2016,"In this paper, we propose learning-based active learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1088/dmkd.2016.00088
dblp_00387,Entity Resolution: From Theory to Practice,"Harris, M. and Nakamura, D. and Silva, W. and Lee, A.",AIJ,2003,We present a novel approach for entity resolution: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1387/aij.2003.00387
dblp_00273,Discriminative Differential Privacy at Scale,"Johansson, N. and Yamamoto, R.",EDBT,2009,This work addresses the problem of discriminative differential privacy at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1273/edbt.2009.00273
dblp_00166,Time Series Forecasting for Heterogeneous Sources,"Müller, Y. and Chen, S. and Rossi, R.",IJCAI,2022,This work addresses the problem of time series forecasting for heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1166/ijcai.2022.00166
