record_id,Title,Authors,Publication_Venue,Year,Abstract,DOI
acm_00137,Towards Hybrid Sentiment Analysis,"J. Hernandez, M. Petrov",Int. Conf. on Information and Knowledge Management,2017,This work addresses the problem of towards hybrid sentiment analysis. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1137/cikm.2017.00137
acm_00248,Multi-Source Active Learning: A Survey,C. Tanaka,Advances in Neural Information Processing Systems,2008,We present a novel approach for multi-source active learning: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1248/neurips.2008.00248
acm_00154,Contrastive Learning: Challenges and Opportunities,"M. Petrov, D. Nakamura, E. Ferreira",ACM Symposium on Principles of Database Systems,2010,This work addresses the problem of contrastive learning: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1154/pods.2010.00154
acm_00109,Information Extraction: Challenges and Opportunities,"L. Garcia, R. Rossi",Int. World Wide Web Conference,2013,We introduce a new method for information extraction: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1109/www.2013.00109
acm_00348,Multi-Source Record Linkage at Scale,D. Nakamura,ACM SIGIR Conf. on Research and Development in IR,2012,This work addresses the problem of multi-source record linkage at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1348/sigir.2012.00348
acm_00095,A Adaptive Framework for Knowledge Graph Embedding,"E. Anderson, M. Brown, E. Kim, T. Dubois",IEEE Int. Conf. on Data Mining,2023,We present a novel approach for a adaptive framework for knowledge graph embedding. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1095/icdm.2023.00095
acm_00439,Duplicate Detection: Challenges and Opportunities,"A. Sharma, P. Thomas, O. O'Brien, J. Martinez",Int. World Wide Web Conference,2007,We study the problem of duplicate detection: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1439/www.2007.00439
acm_00464,Data Fusion Over Web Data,K. Johnson,North American Chapter of the ACL,2008,We study the problem of data fusion over web data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1464/naacl.2008.00464
acm_00184,Data Fusion: Challenges and Opportunities,K. Johnson,ACM Symposium on Principles of Database Systems,2016,This work addresses the problem of data fusion: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1184/pods.2016.00184
acm_00468,Multi-Source Record Linkage at Scale,D. Nakamura,ACM SIGIR Conf. on Research and Development in IR,2012,This work addresses the problem of multi-source record linkage at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1468/sigir.2012.00468
acm_00173,Discriminative Data Wrangling: A Survey,"N. Zhang, R. Yamamoto",ACM Transactions on Knowledge Discovery from Data,2005,We present a novel approach for discriminative data wrangling: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1173/tkdd.2005.00173
acm_00222,Data Augmentation: From Theory to Practice,"E. Ferreira, P. White, R. Yamamoto",Annual Meeting of the Association for Computational Linguistics,2006,We introduce a new method for data augmentation: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1222/acl.2006.00222
acm_00253,Learning-Based Data Wrangling,"N. Zhang, R. Yamamoto",Conf. on Empirical Methods in Natural Language Processing,2013,This work addresses the problem of learning-based data wrangling. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1253/emnlp.2013.00253
acm_00188,Multi-Source Record Linkage: A Survey,D. Nakamura,Advances in Neural Information Processing Systems,2020,We study the problem of multi-source record linkage: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1188/neurips.2020.00188
acm_00077,Towards Hybrid Column Stores,"O. O'Brien, M. Petrov",Int. Conf. on Information and Knowledge Management,2006,"In this paper, we propose towards hybrid column stores. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1077/cikm.2005.00077
acm_00268,Learning-Based Record Linkage,D. Nakamura,Data Mining and Knowledge Discovery,2004,We study the problem of learning-based record linkage. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1268/dmkd.2004.00268
acm_00329,Scalable Indexing Over Streaming Data,"S. Cohen, R. Rossi",Knowledge and Information Systems,2017,This work addresses the problem of scalable indexing over streaming data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1329/kais.2017.00329
acm_00278,Joint Causal Inference: A Survey,"P. Thomas, J. Martinez, M. Petrov",Advances in Neural Information Processing Systems,2014,We introduce a new method for joint causal inference: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1278/neurips.2014.00278
acm_00241,Schema Matching for Financial Transactions,"A. Lee, A. Wilson",ACM SIGMOD Int. Conf. Management of Data,2001,"In this paper, we propose schema matching for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1241/sigmod.2001.00241
acm_00046,Time Series Forecasting for Heterogeneous Sources,"Y. Müller, S. Chen, R. Rossi",Int. Joint Conf. on Artificial Intelligence,2022,This work addresses the problem of time series forecasting for heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1046/ijcai.2022.00046
acm_00380,A Scalable Framework for Federated Learning,T. Dubois,ACM Int. Conf. on Web Search and Data Mining,2020,We present a novel approach for a scalable framework for federated learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1380/wsdm.2020.00380
acm_00201,Schema Matching via Financial Transactions,"A. Lee, A. Wilson",IEEE Transactions on Knowledge and Data Engineering,2009,We present a novel approach for schema matching via financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1201/tkde.2009.00201
acm_00079,Duplicate Detection: Challenges and Opportunities,"A. Sharma, P. Thomas, O. O'Brien, J. Martinez",Int. World Wide Web Conference,2007,We study the problem of duplicate detection: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1079/www.2007.00079
acm_00371,Robust Truth Discovery for Social Networks,"I. Okonkwo, E. Ferreira, N. Johansson, P. White",IEEE/CVF Conf. Computer Vision and Pattern Recognition,2011,We study the problem of robust truth discovery for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1371/cvpr.2011.00371
acm_00162,Graph Neural Networks: From Theory to Practice,"A. Wilson, P. White, Y. Müller",Annual Meeting of the Association for Computational Linguistics,2018,"In this paper, we propose graph neural networks: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1162/acl.2018.00162
acm_00299,Anomaly Detection Over Open Government Data,"F. Patel, P. Thomas, J. Hernandez, J. Martinez",Knowledge and Information Systems,2011,We present a novel approach for anomaly detection over open government data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1299/kais.2011.00299
acm_00161,Robust Schema Matching for Financial Transactions,"A. Lee, A. Wilson",IEEE/CVF Conf. Computer Vision and Pattern Recognition,2016,"In this paper, we propose robust schema matching for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1161/cvpr.2017.00161
acm_00023,Efficient LSH Hashing: A Survey,"R. Wang, Y. Müller, L. Garcia, S. Chen",ACM Transactions on Knowledge Discovery from Data,2023,"In this paper, we propose efficient lsh hashing: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1023/tkdd.2023.00023
acm_00300,Federated Learning: A Scalable Approach,T. Dubois,Proc. VLDB Endowment,2012,"In this paper, we propose federated learning: a scalable approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1300/vldb.2012.00300
acm_00282,Graph Neural Networks: From Theory to Practice,"A. Wilson, P. White, Y. Müller",Annual Meeting of the Association for Computational Linguistics,2018,"In this paper, we propose graph neural networks: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1282/acl.2018.00282
acm_00276,Bloom Filters via Spatial Data,J. Martinez,ACM SIGKDD Conf. on Knowledge Discovery and Data Mining,2012,We present a novel approach for bloom filters via spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1276/kdd.2012.00276
acm_00493,Learning-Based Data Wrangling,"N. Zhang, R. Yamamoto",Conf. on Empirical Methods in Natural Language Processing,2013,This work addresses the problem of learning-based data wrangling. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1493/emnlp.2013.00493
acm_00389,Information Extraction Over Streaming Data,"L. Garcia, R. Rossi",Knowledge and Information Systems,2005,We study the problem of information extraction over streaming data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1389/kais.2005.00389
acm_00435,Weak Supervision: A Adaptive Approach,"P. Kumar, M. Brown, M. Nguyen, T. Dubois",AAAI Conf. on Artificial Intelligence,2003,We study the problem of weak supervision: a adaptive approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1435/aaai.2003.00435
acm_00148,Learning-Based Record Linkage,D. Nakamura,Data Mining and Knowledge Discovery,2004,We study the problem of learning-based record linkage. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1148/dmkd.2004.00148
acm_00158,Joint Causal Inference: A Sruvey,"P. Thomas, J. Martinez, M. Petrov",Advances in Neural Information Processing Systems,2014,We introduce a new method for joint causal inference: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1158/neurips.2014.00158
acm_00369,Scalable Indexing in the Wild,"S. Cohen, R. Rossi",Int. Conf. on Machine Learning,2009,"In this paper, we propose scalable indexing in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1369/icml.2009.00369
acm_00033,Discriminative Differential Privacy at Scale,"N. Johansson, R. Yamamoto",Int. Conf. on Extending Database Technology,2009,This work addresses the problem of discriminative differential privacy at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1033/edbt.2009.00033
acm_00351,Dense Retrieval via Social Networks,"A. Kovacs, E. Ferreira, N. Zhang, P. White",IEEE Transactions on Knowledge and Data Engineering,2015,We present a novel approach for dense retrieval via social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1351/tkde.2015.00351
acm_00306,Data Profiling via Heterogeneous Sources,"P. Thomas, S. Chen, R. Yamamoto",ACM SIGKDD Conf. on Knowledge Discovery and Data Mining,2018,This work addresses the problem of data profiling via heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1306/kdd.2018.00306
acm_00081,Schema Matching via Financial Transactions,"A. Lee, A. Wilson",IEEE Transactions on Knowledge and Data Engineering,2009,We present a novel approach for schema matching via financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1081/tkde.2009.00081
acm_00220,Federated Learning with Scalable Constraints,T. Dubois,Int. Conf. on Learning Representations,2003,"In this paper, we propose federated learning with scalable constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1220/iclr.2004.00220
acm_00290,A Generative Framework for Stream Processing,"A. Thompson, T. Dubois, M. Brown",ACM Int. Conf. on Web Search and Data Mining,2002,We present a novel approach for a generative framework for stream processing. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1290/wsdm.2002.00290
acm_00042,Graph Neural Networks: From Theory to Practice,"A. Wilson, P. White, Y. Müller",Annual Meeting of the Association for Computational Linguistics,2018,"In this paper, we propose graph neural networks: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1042/acl.2018.00042
acm_00051,Truth Discovery via Social Networks,"I. Okonkwo, E. Ferreira, N. Johansson, P. White",IEEE Transactions on Knowledge and Data Engineering,2003,We study the problem of truth discovery via social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1051/tkde.2003.00051
acm_00467,Towards Semi-Supervised Entity Resolution,"M. Harris, W. Silva, A. Lee, D. Nakamura",Int. Conf. on Information and Knowledge Management,2011,We study the problem of towards semi-supervised entity resolution. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1467/cikm.2011.00467
acm_00086,Robust Time Series Forecasting for Heterogeneous Sources,"Y. Müller, S. Chen, R. Rossi",Journal of Machine Learning Research,2014,This work addresses the problem of robust time series forecasting for heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1086/jmlr.2014.00086
acm_00422,Towards Parallel Data Augmentation,"E. Ferreira, P. White, R. Yamamoto",IEEE Int. Conf. on Data Engineering,2014,"In this paper, we propose towards parallel data augmentation. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1422/icde.2014.00422
acm_00197,Towards Hybrid Column Stores,"O. O'Brien, M. Petrov",Int. Conf. on Information and Knowledge Management,2005,"In this paper, we propose towards hybrid column stores. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1197/cikm.2005.00197
acm_00463,Learning-Based LSH Hashing,"R. Wang, Y. Müller, L. Garcia, S. Chen",Conf. on Empirical Methods in Natural Language Processing,2007,"In this paper, we propose learning-based lsh hashing. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1463/emnlp.2007.00463
acm_00200,A Scalable Framework for Query Processing,J. Smith,ACM Int. Conf. on Web Search and Data Mining,2008,This work addresses the problem of a scalable framework for query processing. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1200/wsdm.2008.00200
acm_00225,Explainable AI: A Context-Aware Approach,"M. Nguyen, A. Thompson",AAAI Conf. on Artificial Intelligence,2009,We present a novel approach for explainable ai: a context-aware approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1225/aaai.2009.00225
acm_00123,Efficient Relation Extraction at Scale,"S. Fischer, Y. Müller, S. Cohen, S. Chen",Int. Conf. on Extending Database Technology,2003,This work addresses the problem of efficient relation extraction at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1123/edbt.2003.00123
acm_00419,Anomaly Detection Over Open Government Data,"F. Patel, P. Thomas, J. Hernandez, J. Martinez",Knowledge and Information Systems,2011,We present a novel approach for anomaly detection over open government data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1419/kais.2011.00419
acm_00453,Discriminative Data Wrangling at Scale,"N. Zhang, R. Yamamoto",EDBT,2021,We introduce a new method for discriminative data wrangling at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1453/edbt.2021.00453
acm_00274,Contrastive Learning: Challenges and Opportunities,"M. Petrov, D. Nakamura, E. Ferreira",ACM Symposium on Principles of Database Systems,2010,This work addresses the problem of contrastive learning: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1274/pods.2010.00274
acm_00091,Truth Discovery for Social Networks,"I. Okonkwo, E. Ferreira, N. Johansson, P. White",ACM SIGMOD Int. Conf. Management of Data,2019,We introduce a new method for truth discovery for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1091/sigmod.2019.00091
acm_00164,Topic Modelling Over Web Data,P. White,North American Chapter of the ACL,2020,This work addresses the problem of topic modelling over web data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1164/naacl.2020.00164
acm_00151,Dense Retrieval for Social Networks,"A. Kovacs, E. Ferreira, N. Zhang, P. White",ACM SIGMOD Int. Conf. Management of Data,2007,We present a novel approach for dense retrieval for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1151/sigmod.2007.00151
acm_00156,Bloom Filters via Spatial Data,J. Martinez,ACM SIGKDD Conf. on Knowledge Discovery and Data Mining,2012,We present a novel approach for bloom filters via spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1156/kdd.2012.00156
acm_00415,Knowledge Graph Embedding with Adaptive Constraints,"E. Anderson, M. Brown, E. Kim, T. Dubois",Information Systems,2007,"In this paper, we propose knowledge graph embedding with adaptive constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1415/is.2007.00415
acm_00408,Multi-Source Active Learning at Scale,C. Tanaka,ACM SIGIR Conf. on Research and Development in IR,2000,"In this paper, we propose multi-source active learning at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1408/sigir.2000.00408
