entity_id,title,authors,venue,year,abstract,doi
348,Multi-Source Record Linkage at Scale,"Nakamura, D.",SIGIR,2012,This work addresses the problem of multi-source record linkage at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1348/sigir.2012.00348
349,Information Extraction: Challenges and Opportunities,"Garcia, L. and Rossi, R.",WWW,2013,We introduce a new method for information extraction: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1349/www.2013.00349
350,A Generative Framework for Text Classification,"Brown, M. and Dubois, T. and Thompson, A.",WSDM,2014,This work addresses the problem of a generative framework for text classification. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1350/wsdm.2014.00350
351,Dense Retrieval via Social Networks,"Kovacs, A. and Ferreira, E. and Zhang, N. and White, P.",TKDE,2015,We present a novel approach for dense retrieval via social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1351/tkde.2015.00351
352,Improving Matrix Factorisation with Probabilistic Models,"Taylor, D.",TODS,2016,We introduce a new method for improving matrix factorisation with probabilistic models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1352/tods.2016.00352
353,Discriminative Differential Privacy: A Survey,"Johansson, N. and Yamamoto, R.",TKDD,2017,We introduce a new method for discriminative differential privacy: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1353/tkdd.2017.00353
354,Contrastive Learning in the Wild,"Petrov, M. and Nakamura, D. and Ferreira, E.",VLDBJ,2018,This work addresses the problem of contrastive learning in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1354/vldbj.2018.00354
355,Weak Supervision with Adaptive Constraints,"Kumar, P. and Brown, M. and Nguyen, M. and Dubois, T.",IS,2019,We study the problem of weak supervision with adaptive constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1355/is.2019.00355
356,Robust Bloom Filters for Spatial Data,"Martinez, J.",JMLR,2020,"In this paper, we propose robust bloom filters for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1356/jmlr.2020.00356
357,Column Stores: From Theory to Practice,"O'Brien, O. and Petrov, M.",AIJ,2021,We study the problem of column stores: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1357/aij.2021.00357
358,Learning-Based Causal Inference,"Thomas, P. and Martinez, J. and Petrov, M.",DMKD,2022,"In this paper, we propose learning-based causal inference. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1358/dmkd.2022.00358
359,Duplicate Detection Over Open Government Data,"Sharma, A. and Thomas, P. and O'Brien, O. and Martinez, J.",KAIS,2023,We introduce a new method for duplicate detection over open government data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1359/kais.2023.00359
360,Query Processing: A Scalable Approach,"Smith, J.",VLDB,2000,This work addresses the problem of query processing: a scalable approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1360/vldb.2000.00360
361,Schema Matching for Financial Transactions,"Lee, A. and Wilson, A.",SIGMOD,2001,"In this paper, we propose schema matching for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1361/sigmod.2001.00361
362,Towards Parallel Graph Neural Networks,"Wilson, A. and White, P. and Müller, Y.",ICDE,2002,We study the problem of towards parallel graph neural networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1362/icde.2002.00362
363,Efficient Relation Extraction at Scale,"Fischer, S. and Müller, Y. and Cohen, S. and Chen, S.",EDBT,2003,This work addresses the problem of efficient relation extraction at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1363/edbt.2003.00363
364,Topic Modelling: Challenges and Opportunities,"White, P.",PODS,2004,"In this paper, we propose topic modelling: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1364/pods.2004.00364
365,A Context-Aware Framework for Collaborative Filtering,"Kim, E. and Thompson, A.",ICDM,2005,"In this paper, we propose a context-aware framework for collaborative filtering. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1365/icdm.2005.00365
366,Time Series Forecasting via Heterogeneous Sources,"Müller, Y. and Chen, S. and Rossi, R.",KDD,2006,"In this paper, we propose time series forecasting via heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1366/kdd.2006.00366
367,Improving Transfer Learning with Semi-Supervised Models,"Li, L. and Silva, W. and Jackson, G. and Nakamura, D.",SDM,2007,We present a novel approach for improving transfer learning with semi-supervised models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1367/sdm.2007.00367
368,Multi-Source Active Learning: A Survey,"Tanaka, C.",NeurIPS,2008,We present a novel approach for multi-source active learning: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1368/neurips.2008.00368
369,Scalable Indexing in the Wild,"Cohen, S. and Rossi, R.",ICML,2009,"In this paper, we propose scalable indexing in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1369/icml.2009.00369
370,Stream Processing with Generative Constraints,"Thompson, A. and Dubois, T. and Brown, M.",ICLR,2010,We present a novel approach for stream processing with generative constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1370/iclr.2010.00370
371,Robust Truth Discovery for Social Networks,"Okonkwo, I. and Ferreira, E. and Johansson, N. and White, P.",CVPR,2011,We study the problem of robust truth discovery for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1371/cvpr.2011.00371
372,Data Cleaning: From Theory to Practice,"Chen, S.",ACL,2012,"In this paper, we propose data cleaning: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1372/acl.2012.00372
373,Learning-Based Data Wrangling,"Zhang, N. and Yamamoto, R.",EMNLP,2013,This work addresses the problem of learning-based data wrangling. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1373/emnlp.2013.00373
374,Data Integration Over IoT Sensor Data,"Silva, W. and Nakamura, D. and Wilson, A.",NAACL,2014,We introduce a new method for data integration over iot sensor data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1374/naacl.2014.00374
375,Knowledge Graph Embedding: A Adaptive Approach,"Anderson, E. and Brown, M. and Kim, E. and Dubois, T.",AAAI,2015,"In this paper, we propose knowledge graph embedding: a adaptive approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1375/aaai.2015.00375
376,Named Entity Recognition for Spatial Data,"Deng, C.",IJCAI,2016,"In this paper, we propose named entity recognition for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1376/ijcai.2016.00376
377,Towards Hybrid Sentiment Analysis,"Hernandez, J. and Petrov, M.",CIKM,2017,This work addresses the problem of towards hybrid sentiment analysis. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1377/cikm.2017.00377
378,Joint Approximate Nearest Neighbour at Scale,"Rossi, R. and Martinez, J. and Silva, W.",SIGIR,2018,We present a novel approach for joint approximate nearest neighbour at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1378/sigir.2018.00378
379,Anomaly Detection: Challenges and Opportunities,"Patel, F. and Thomas, P. and Hernandez, J. and Martinez, J.",WWW,2019,We present a novel approach for anomaly detection: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1379/www.2019.00379
380,A Scalable Framework for Federated Learning,"Dubois, T.",WSDM,2020,We present a novel approach for a scalable framework for federated learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1380/wsdm.2020.00380
381,Self-Supervised Learning via Financial Transactions,"Jackson, G. and Wilson, A.",TKDE,2021,We present a novel approach for self-supervised learning via financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1381/tkde.2021.00381
382,Improving Data Augmentation with Parallel Models,"Ferreira, E. and White, P. and Yamamoto, R.",TODS,2022,We introduce a new method for improving data augmentation with parallel models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1382/tods.2022.00382
383,Efficient LSH Hashing: A Survey,"Wang, R. and Müller, Y. and Garcia, L. and Chen, S.",TKDD,2023,"In this paper, we propose efficient lsh hashing: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1383/tkdd.2023.00383
384,Data Fusion in the Wild,"Johnson, K.",VLDBJ,2000,This work addresses the problem of data fusion in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1384/vldbj.2000.00384
385,Explainable AI with Context-Aware Constraints,"Nguyen, M. and Thompson, A.",IS,2001,We study the problem of explainable ai with context-aware constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1385/is.2001.00385
386,Robust Data Profiling for Heterogeneous Sources,"Yamamoto, R. and Chen, S. and Thomas, P.",JMLR,2002,"In this paper, we propose robust data profiling for heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1386/jmlr.2002.00386
387,Entity Resolution: From Theory to Practice,"Harris, M. and Silva, W. and Lee, A. and Nakamura, D.",AIJ,2003,We present a novel approach for entity resolution: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1387/aij.2003.00387
388,Learning-Based Record Linkage,"Nakamura, D.",DMKD,2004,We study the problem of learning-based record linkage. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1388/dmkd.2004.00388
389,Information Extraction Over Streaming Data,"Garcia, L. and Rossi, R.",KAIS,2005,We study the problem of information extraction over streaming data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1389/kais.2005.00389
390,Text Classification: A Generative Approach,"Brown, M. and Dubois, T. and Thompson, A.",VLDB,2006,We present a novel approach for text classification: a generative approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1390/vldb.2006.00390
391,Dense Retrieval for Social Networks,"Kovacs, A. and Ferreira, E. and Zhang, N. and White, P.",SIGMOD,2007,We present a novel approach for dense retrieval for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1391/sigmod.2007.00391
392,Towards Probabilistic Matrix Factorisation,"Taylor, D.",ICDE,2008,We introduce a new method for towards probabilistic matrix factorisation. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1392/icde.2008.00392
393,Discriminative Differential Privacy at Scale,"Johansson, N. and Yamamoto, R.",EDBT,2009,This work addresses the problem of discriminative differential privacy at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1393/edbt.2009.00393
394,Contrastive Learning: Challenges and Opportunities,"Petrov, M. and Nakamura, D. and Ferreira, E.",PODS,2010,This work addresses the problem of contrastive learning: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1394/pods.2010.00394
395,A Adaptive Framework for Weak Supervision,"Kumar, P. and Brown, M. and Nguyen, M. and Dubois, T.",ICDM,2011,"In this paper, we propose a adaptive framework for weak supervision. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1395/icdm.2011.00395
396,Bloom Filters via Spatial Data,"Martinez, J.",KDD,2012,We present a novel approach for bloom filters via spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1396/kdd.2012.00396
397,Improving Column Stores with Hybrid Models,"O'Brien, O. and Petrov, M.",SDM,2013,We study the problem of improving column stores with hybrid models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1397/sdm.2013.00397
398,Joint Causal Inference: A Survey,"Thomas, P. and Martinez, J. and Petrov, M.",NeurIPS,2014,We introduce a new method for joint causal inference: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1398/neurips.2014.00398
399,Duplicate Detection in the Wild,"Sharma, A. and Thomas, P. and O'Brien, O. and Martinez, J.",ICML,2015,We present a novel approach for duplicate detection in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1399/icml.2015.00399
400,Query Processing with Scalable Constraints,"Smith, J.",ICLR,2016,We study the problem of query processing with scalable constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1400/iclr.2016.00400
401,Robust Schema Matching for Financial Transactions,"Lee, A. and Wilson, A.",CVPR,2017,"In this paper, we propose robust schema matching for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1401/cvpr.2017.00401
402,Graph Neural Networks: From Theory to Practice,"Wilson, A. and White, P. and Müller, Y.",ACL,2018,"In this paper, we propose graph neural networks: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1402/acl.2018.00402
403,Learning-Based Relation Extraction,"Fischer, S. and Müller, Y. and Cohen, S. and Chen, S.",EMNLP,2019,This work addresses the problem of learning-based relation extraction. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1403/emnlp.2019.00403
404,Topic Modelling Over Web Data,"White, P.",NAACL,2020,This work addresses the problem of topic modelling over web data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1404/naacl.2020.00404
405,Collaborative Filtering: A Context-Aware Approach,"Kim, E. and Thompson, A.",AAAI,2021,This work addresses the problem of collaborative filtering: a context-aware approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1405/aaai.2021.00405
406,Time Series Forecasting for Heterogeneous Sources,"Müller, Y. and Chen, S. and Rossi, R.",IJCAI,2022,This work addresses the problem of time series forecasting for heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1406/ijcai.2022.00406
407,Towards Semi-Supervised Transfer Learning,"Li, L. and Silva, W. and Jackson, G. and Nakamura, D.",CIKM,2023,We introduce a new method for towards semi-supervised transfer learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1407/cikm.2023.00407
408,Multi-Source Active Learning at Scale,"Tanaka, C.",SIGIR,2000,"In this paper, we propose multi-source active learning at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1408/sigir.2000.00408
409,Scalable Indexing: Challenges and Opportunities,"Cohen, S. and Rossi, R.",WWW,2001,This work addresses the problem of scalable indexing: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1409/www.2001.00409
410,A Generative Framework for Stream Processing,"Thompson, A. and Dubois, T. and Brown, M.",WSDM,2002,We present a novel approach for a generative framework for stream processing. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1410/wsdm.2002.00410
411,Truth Discovery via Social Networks,"Okonkwo, I. and Ferreira, E. and Johansson, N. and White, P.",TKDE,2003,We study the problem of truth discovery via social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1411/tkde.2003.00411
412,Improving Data Cleaning with Probabilistic Models,"Chen, S.",TODS,2004,We introduce a new method for improving data cleaning with probabilistic models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1412/tods.2004.00412
413,Discriminative Data Wrangling: A Survey,"Zhang, N. and Yamamoto, R.",TKDD,2005,We present a novel approach for discriminative data wrangling: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1413/tkdd.2005.00413
414,Data Integration in the Wild,"Silva, W. and Nakamura, D. and Wilson, A.",VLDBJ,2006,"In this paper, we propose data integration in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1414/vldbj.2006.00414
415,Knowledge Graph Embedding with Adaptive Constraints,"Anderson, E. and Brown, M. and Kim, E. and Dubois, T.",IS,2007,"In this paper, we propose knowledge graph embedding with adaptive constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1415/is.2007.00415
416,Robust Named Entity Recognition for Spatial Data,"Deng, C.",JMLR,2008,We study the problem of robust named entity recognition for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1416/jmlr.2008.00416
417,Sentiment Analysis: From Theory to Practice,"Hernandez, J. and Petrov, M.",AIJ,2009,"In this paper, we propose sentiment analysis: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1417/aij.2009.00417
418,Learning-Based Approximate Nearest Neighbour,"Rossi, R. and Martinez, J. and Silva, W.",DMKD,2010,We present a novel approach for learning-based approximate nearest neighbour. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1418/dmkd.2010.00418
419,Anomaly Detection Over Open Government Data,"Patel, F. and Thomas, P. and Hernandez, J. and Martinez, J.",KAIS,2011,We present a novel approach for anomaly detection over open government data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1419/kais.2011.00419
420,Federated Learning: A Scalable Approach,"Dubois, T.",VLDB,2012,"In this paper, we propose federated learning: a scalable approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1420/vldb.2012.00420
421,Self-Supervised Learning for Financial Transactions,"Jackson, G. and Wilson, A.",SIGMOD,2013,We present a novel approach for self-supervised learning for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1421/sigmod.2013.00421
422,Towards Parallel Data Augmentation,"Ferreira, E. and White, P. and Yamamoto, R.",ICDE,2014,"In this paper, we propose towards parallel data augmentation. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1422/icde.2014.00422
423,Efficient LSH Hashing at Scale,"Wang, R. and Müller, Y. and Garcia, L. and Chen, S.",EDBT,2015,This work addresses the problem of efficient lsh hashing at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1423/edbt.2015.00423
424,Data Fusion: Challenges and Opportunities,"Johnson, K.",PODS,2016,This work addresses the problem of data fusion: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1424/pods.2016.00424
425,A Context-Aware Framework for Explainable AI,"Nguyen, M. and Thompson, A.",ICDM,2017,This work addresses the problem of a context-aware framework for explainable ai. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1425/icdm.2017.00425
426,Data Profiling via Heterogeneous Sources,"Yamamoto, R. and Chen, S. and Thomas, P.",KDD,2018,This work addresses the problem of data profiling via heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1426/kdd.2018.00426
427,Improving Entity Resolution with Semi-Supervised Models,"Harris, M. and Silva, W. and Lee, A. and Nakamura, D.",SDM,2019,We present a novel approach for improving entity resolution with semi-supervised models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1427/sdm.2019.00427
428,Multi-Source Record Linkage: A Survey,"Nakamura, D.",NeurIPS,2020,We study the problem of multi-source record linkage: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1428/neurips.2020.00428
429,Information Extraction in the Wild,"Garcia, L. and Rossi, R.",ICML,2021,We present a novel approach for information extraction in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1429/icml.2021.00429
430,Text Classification with Generative Constraints,"Brown, M. and Dubois, T. and Thompson, A.",ICLR,2022,We present a novel approach for text classification with generative constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1430/iclr.2022.00430
431,Robust Dense Retrieval for Social Networks,"Kovacs, A. and Ferreira, E. and Zhang, N. and White, P.",CVPR,2023,"In this paper, we propose robust dense retrieval for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1431/cvpr.2023.00431
432,Matrix Factorisation: From Theory to Practice,"Taylor, D.",ACL,2000,This work addresses the problem of matrix factorisation: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1432/acl.2000.00432
433,Learning-Based Differential Privacy,"Johansson, N. and Yamamoto, R.",EMNLP,2001,This work addresses the problem of learning-based differential privacy. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1433/emnlp.2001.00433
434,Contrastive Learning Over IoT Sensor Data,"Petrov, M. and Nakamura, D. and Ferreira, E.",NAACL,2002,We study the problem of contrastive learning over iot sensor data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1434/naacl.2002.00434
435,Weak Supervision: A Adaptive Approach,"Kumar, P. and Brown, M. and Nguyen, M. and Dubois, T.",AAAI,2003,We study the problem of weak supervision: a adaptive approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1435/aaai.2003.00435
436,Bloom Filters for Spatial Data,"Martinez, J.",IJCAI,2004,We introduce a new method for bloom filters for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1436/ijcai.2004.00436
437,Towards Hybrid Column Stores,"O'Brien, O. and Petrov, M.",CIKM,2005,"In this paper, we propose towards hybrid column stores. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1437/cikm.2005.00437
438,Joint Causal Inference at Scale,"Thomas, P. and Martinez, J. and Petrov, M.",SIGIR,2006,We present a novel approach for joint causal inference at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1438/sigir.2006.00438
439,Duplicate Detection: Challenges and Opportunities,"Sharma, A. and Thomas, P. and O'Brien, O. and Martinez, J.",WWW,2007,We study the problem of duplicate detection: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1439/www.2007.00439
440,A Scalable Framework for Query Processing,"Smith, J.",WSDM,2008,This work addresses the problem of a scalable framework for query processing. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1440/wsdm.2008.00440
441,Schema Matching via Financial Transactions,"Lee, A. and Wilson, A.",TKDE,2009,We present a novel approach for schema matching via financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1441/tkde.2009.00441
442,Improving Graph Neural Networks with Parallel Models,"Wilson, A. and White, P. and Müller, Y.",TODS,2010,We study the problem of improving graph neural networks with parallel models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1442/tods.2010.00442
443,Efficient Relation Extraction: A Survey,"Fischer, S. and Müller, Y. and Cohen, S. and Chen, S.",TKDD,2011,We study the problem of efficient relation extraction: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1443/tkdd.2011.00443
444,Topic Modelling in the Wild,"White, P.",VLDBJ,2012,We study the problem of topic modelling in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1444/vldbj.2012.00444
445,Collaborative Filtering with Context-Aware Constraints,"Kim, E. and Thompson, A.",IS,2013,We introduce a new method for collaborative filtering with context-aware constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1445/is.2013.00445
446,Robust Time Series Forecasting for Heterogeneous Sources,"Müller, Y. and Chen, S. and Rossi, R.",JMLR,2014,This work addresses the problem of robust time series forecasting for heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1446/jmlr.2014.00446
447,Transfer Learning: From Theory to Practice,"Li, L. and Silva, W. and Jackson, G. and Nakamura, D.",AIJ,2015,"In this paper, we propose transfer learning: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1447/aij.2015.00447
448,Learning-Based Active Learning,"Tanaka, C.",DMKD,2016,"In this paper, we propose learning-based active learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1448/dmkd.2016.00448
449,Scalable Indexing Over Streaming Data,"Cohen, S. and Rossi, R.",KAIS,2017,This work addresses the problem of scalable indexing over streaming data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1449/kais.2017.00449
450,Stream Processing: A Generative Approach,"Thompson, A. and Dubois, T. and Brown, M.",VLDB,2018,We present a novel approach for stream processing: a generative approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1450/vldb.2018.00450
451,Truth Discovery for Social Networks,"Okonkwo, I. and Ferreira, E. and Johansson, N. and White, P.",SIGMOD,2019,We introduce a new method for truth discovery for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1451/sigmod.2019.00451
452,Towards Probabilistic Data Cleaning,"Chen, S.",ICDE,2020,We study the problem of towards probabilistic data cleaning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1452/icde.2020.00452
453,Discriminative Data Wrangling at Scale,"Zhang, N. and Yamamoto, R.",EDBT,2021,We introduce a new method for discriminative data wrangling at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1453/edbt.2021.00453
454,Data Integration: Challenges and Opportunities,"Silva, W. and Nakamura, D. and Wilson, A.",PODS,2022,This work addresses the problem of data integration: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1454/pods.2022.00454
455,A Adaptive Framework for Knowledge Graph Embedding,"Anderson, E. and Brown, M. and Kim, E. and Dubois, T.",ICDM,2023,We present a novel approach for a adaptive framework for knowledge graph embedding. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1455/icdm.2023.00455
456,Named Entity Recognition via Spatial Data,"Deng, C.",KDD,2000,This work addresses the problem of named entity recognition via spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1456/kdd.2000.00456
457,Improving Sentiment Analysis with Hybrid Models,"Hernandez, J. and Petrov, M.",SDM,2001,We present a novel approach for improving sentiment analysis with hybrid models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1457/sdm.2001.00457
458,Joint Approximate Nearest Neighbour: A Survey,"Rossi, R. and Martinez, J. and Silva, W.",NeurIPS,2002,We introduce a new method for joint approximate nearest neighbour: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1458/neurips.2002.00458
459,Anomaly Detection in the Wild,"Patel, F. and Thomas, P. and Hernandez, J. and Martinez, J.",ICML,2003,We study the problem of anomaly detection in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1459/icml.2003.00459
460,Federated Learning with Scalable Constraints,"Dubois, T.",ICLR,2004,"In this paper, we propose federated learning with scalable constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1460/iclr.2004.00460
461,Robust Self-Supervised Learning for Financial Transactions,"Jackson, G. and Wilson, A.",CVPR,2005,We study the problem of robust self-supervised learning for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1461/cvpr.2005.00461
462,Data Augmentation: From Theory to Practice,"Ferreira, E. and White, P. and Yamamoto, R.",ACL,2006,We introduce a new method for data augmentation: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1462/acl.2006.00462
463,Learning-Based LSH Hashing,"Wang, R. and Müller, Y. and Garcia, L. and Chen, S.",EMNLP,2007,"In this paper, we propose learning-based lsh hashing. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1463/emnlp.2007.00463
