left_source,left_id,right_source,right_id,entity_id,label
scholar,scholar_00326,dblp,dblp_00024,-1,0
acm,acm_00288,scholar,scholar_00275,-1,0
acm,acm_00247,scholar,scholar_00278,-1,0
scholar,scholar_00410,dblp,dblp_00353,-1,0
acm,acm_00496,scholar,scholar_00023,-1,0
dblp,dblp_00249,scholar,scholar_00048,-1,0
acm,acm_00097,scholar,scholar_00324,-1,0
acm,acm_00184,scholar,scholar_00269,-1,0
acm,acm_00325,scholar,scholar_00252,-1,0
scholar,scholar_00219,dblp,dblp_00227,-1,0
dblp,dblp_00122,scholar,scholar_00490,-1,0
dblp,dblp_00008,acm,acm_00111,-1,0
dblp,dblp_00290,acm,acm_00405,-1,0
acm,acm_00375,scholar,scholar_00153,-1,0
scholar,scholar_00149,acm,acm_00110,-1,0
dblp,dblp_00444,acm,acm_00062,-1,0
dblp,dblp_00395,scholar,scholar_00372,-1,0
acm,acm_00335,scholar,scholar_00298,-1,0
scholar,scholar_00155,acm,acm_00147,-1,0
scholar,scholar_00355,dblp,dblp_00026,-1,0
acm,acm_00229,dblp,dblp_00086,-1,0
dblp,dblp_00117,acm,acm_00022,-1,0
scholar,scholar_00294,dblp,dblp_00029,-1,0
scholar,scholar_00394,acm,acm_00402,-1,0
scholar,scholar_00217,acm,acm_00211,-1,0
scholar,scholar_00277,dblp,dblp_00401,-1,0
scholar,scholar_00269,acm,acm_00244,-1,0
scholar,scholar_00460,dblp,dblp_00269,-1,0
dblp,dblp_00432,scholar,scholar_00005,-1,0
dblp,dblp_00258,acm,acm_00173,-1,0
acm,acm_00153,dblp,dblp_00040,-1,0
acm,acm_00115,dblp,dblp_00355,-1,0
acm,acm_00178,scholar,scholar_00313,-1,0
dblp,dblp_00002,scholar,scholar_00166,-1,0
acm,acm_00037,scholar,scholar_00228,-1,0
acm,acm_00388,scholar,scholar_00111,-1,0
scholar,scholar_00186,acm,acm_00011,-1,0
scholar,scholar_00284,dblp,dblp_00346,-1,0
acm,acm_00164,scholar,scholar_00393,-1,0
acm,acm_00112,dblp,dblp_00350,-1,0
dblp,dblp_00073,acm,acm_00345,-1,0
acm,acm_00207,scholar,scholar_00020,-1,0
scholar,scholar_00244,dblp,dblp_00336,-1,0
acm,acm_00142,scholar,scholar_00319,-1,0
acm,acm_00217,scholar,scholar_00495,-1,0
acm,acm_00081,scholar,scholar_00490,-1,0
scholar,scholar_00258,dblp,dblp_00063,-1,0
acm,acm_00429,dblp,dblp_00027,-1,0
scholar,scholar_00237,acm,acm_00472,-1,0
dblp,dblp_00351,acm,acm_00335,-1,0
scholar,scholar_00045,dblp,dblp_00420,-1,0
scholar,scholar_00398,acm,acm_00359,-1,0
acm,acm_00370,dblp,dblp_00428,-1,0
scholar,scholar_00020,dblp,dblp_00001,-1,0
scholar,scholar_00237,dblp,dblp_00492,-1,0
acm,acm_00422,scholar,scholar_00079,-1,0
scholar,scholar_00162,dblp,dblp_00360,-1,0
scholar,scholar_00495,dblp,dblp_00272,-1,0
dblp,dblp_00202,scholar,scholar_00310,-1,0
scholar,scholar_00009,dblp,dblp_00425,-1,0
dblp,dblp_00045,acm,acm_00323,-1,0
scholar,scholar_00232,acm,acm_00454,-1,0
scholar,scholar_00006,acm,acm_00131,-1,0
scholar,scholar_00263,dblp,dblp_00215,-1,0
dblp,dblp_00356,scholar,scholar_00032,-1,0
dblp,dblp_00086,acm,acm_00164,-1,0
dblp,dblp_00326,scholar,scholar_00071,-1,0
scholar,scholar_00466,dblp,dblp_00386,-1,0
dblp,dblp_00360,acm,acm_00265,-1,0
dblp,dblp_00290,acm,acm_00361,-1,0
scholar,scholar_00453,dblp,dblp_00045,-1,0
dblp,dblp_00224,scholar,scholar_00323,-1,0
dblp,dblp_00141,acm,acm_00064,-1,0
scholar,scholar_00322,dblp,dblp_00029,-1,0
dblp,dblp_00167,acm,acm_00426,-1,0
